"6xx_shield"
"Size","shType","..."
"604","-","Z","2Z","RS","2RS"
"605","-","Z","2Z","RS","2RS"
"606","-","Z","2Z","RS","2RS"
"607","-","Z","2Z","RS","2RS"
"608","-","Z","2Z","RS","2RS"
"609","-","Z","2Z","RS","2RS"
"623","-","Z","2Z","RS","2RS"
"624","-","Z","2Z","RS","2RS"
"625","-","Z","2Z","RS","2RS"
"626","-","Z","2Z","RS","2RS"
"627","-","Z","2Z","RS","2RS"
"628","-","Z","2Z","RS","2RS"
"629","-","Z","2Z","RS","2RS"
"634","-","Z","2Z","RS","2RS"
"635","-","Z","2Z","RS","2RS"
